"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality" 
"224905","vwuds_tfr-0187-1481-TW-DL","Transfer","FROM POCAHONTAS (TOWN)","71859","FERNS HARDWARE","commercial","1986","0","0.00","37.305000000000","-81.339722222222","51185",""
"225415","vwuds_tfr-0612-1986-TW-DL","Transfer","FROM COVINGTON SA","72630","INTERVALE","municipal","2005","0","0.00","-99.000000000000","-99.000000000000","51005",""
"225585","vwuds_tfr-0736-0731-TW-DL","Transfer","FROM SALEM (CITY)","74111","ROANOKE (CITY) SERVICE AREA","municipal","2010","34.77","0.10","37.271388888889","-79.945277777778","51770",""
"225871","vwuds_tfr-1533-1534-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71734","UPPER SMITH SERVICE AREA","municipal","1990","0","0.00","36.702500000000","-79.913611111111","51089",""
"225429","vwuds_tfr-0635-0636-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72929","ALTAVISTA SERVICE AREA","municipal","1985","510.672","1.40","37.115277777778","-79.292222222222","51031",""
"224933","vwuds_tfr-0195-0805-TW-DL","Transfer","FROM SCOTT CO WSA","73766","SUNBRIGHT PLANT","manufacturing","1985","0","0.00","36.727777777778","-82.765277777778","51169",""
"225391","vwuds_tfr-0600-0601-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74217","AMHERST (TOWN) SERVICE AREA","municipal","1996","0","0.00","37.588055555556","-79.050000000000","51009",""
"225615","vwuds_tfr-0752-1126-TW-DL","Transfer","FROM HENRY CO PSA-SA 9","71607","MARTINSVILLE","manufacturing","1986","0","0.00","36.651944444444","-79.865277777778","51089",""
"224865","vwuds_tfr-0162-1856-TW-DL","Transfer","FROM BUCHANAN COUNTY-DIRECT","72171","BACKBONE RIDGE SERVICE AREA","municipal","2003","30.769","0.08","37.188333333333","-82.325833333333","51051",""
"225751","vwuds_tfr-1030-1032-TW-SD","Transfer","FROM WTP #1 TO PLANT","74462","RADFORD AMMUNITIONS PLANT","manufacturing","2003","0","0.00","37.183333333333","-80.541666666667","51121",""
"226056","vwuds_tfr-pmp441-0188-TW-SD","Transfer","TO KENTS RIDGE ROAD","72252","RICHLANDS SERVICE AREA","municipal","2009","0.843","0.00","37.094444444444","-81.806944444444","51185",""
"225533","vwuds_tfr-0719-0090-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72382","BERRYVILLE SERVICE AREA","municipal","1996","0","0.00","39.151666666667","-77.982500000000","51043",""
"225857","vwuds_tfr-1462-0282-TW-DL","Transfer","FROM US GOV'T-FT BELVOIR","72835","GRIFFITH WATER TREATMENT PLANT","municipal","1998","645.3","1.77","38.721389000000","-77.188889000000","51153",""
"224811","vwuds_tfr-0060-0457-TW-DL","Transfer","FROM WAYNESBORO (CITY)","74152","DOOMS SERVICE AREA","municipal","1982","0","0.00","38.083333333333","-78.858333333333","51015",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","1984","0","0.00","36.958333333333","-82.292500000000","51167",""
"225091","vwuds_tfr-0302-0482-TW-DL","Transfer","FROM FREDERICKSBURG, CITY","71706","STAFFORD COUNTY SERVICE AREA","municipal","1982","155.93","0.43","38.422222222222","-77.408333333333","51179",""
"225953","vwuds_tfr-1882-0534-TW-DL","Transfer","FROM NEWPORT NEWS-DIASCUND RES","67015","Williamsburg City of -number 1","municipal","1989","47","0.13","37.301111111111","-76.704444444444","51199",""
"224849","vwuds_tfr-0139-0237-TW-DL","Transfer","FROM NEW MARKET (TOWN)","71814","NEW MARKET PLANT","manufacturing","1989","0.927","0.00","38.657500000000","-78.701666666667","51171",""
"225161","vwuds_tfr-0404-0015-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73100","KENBRIDGE SERVICE AREA","municipal","1998","0","0.00","36.961111111111","-78.126388888889","51111",""
"225395","vwuds_tfr-0603-0707-TW-DL","Transfer","FROM PEARISBURG (TOWN)","72761","FAIRVIEW ACRES SERVICE AREA","municipal","1986","0","0.00","37.313888888889","-80.722222222222","51071",""
"225493","vwuds_tfr-0681-0422-TW-SD","Transfer","FROM 37TH ST WTP TO SA","73193","NORFOLK SERVICE AREA","municipal","2001","0","0.00","36.855555555556","-76.209722222222","51710",""
"225609","vwuds_tfr-0751-0752-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71739","MARROWBONE/220-S SERVICE AREA","municipal","1996","191.859","0.53","36.601698961378","-79.865295357174","51089",""
"225723","vwuds_tfr-0913-1002-TW-SD","Transfer","FROM WTP TO PLANT","71606","FIELDALE TOWEL MILL PLANT","manufacturing","1989","558.136","1.53","36.702777777778","-80.088333333333","51089",""
"225447","vwuds_tfr-0653-0654-TW-SD","Transfer","FROM MAIN WTP TO SER AREA","73095","DANVILLE MAIN WTP","municipal","1994","0","0.00","36.586111111111","-79.392222222222","51590",""
"225621","vwuds_tfr-0766-0769-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73353","LYNCHBURG PLANT","manufacturing","2001","0","0.00","37.401111111111","-79.500833333333","51680",""
"224865","vwuds_tfr-0162-1856-TW-DL","Transfer","FROM BUCHANAN COUNTY-DIRECT","72171","BACKBONE RIDGE SERVICE AREA","municipal","2014","0","0.00","37.188333333333","-82.325833333333","51051",""
"225943","vwuds_tfr-1881-0534-TW-DL","Transfer","FROM NEWPORT NEWS WATER SYSTEM","67015","Williamsburg City of -number 1","municipal","1998","32.98","0.09","37.301111111111","-76.704444444444","51199",""
"225001","vwuds_tfr-0267-0266-TW-DL","Transfer","FROM WINCHESTER (CITY)","72790","MIDDLETOWN SERVICE AREA","municipal","1982","0","0.00","39.027777777778","-78.278611111111","51069",""
"224889","vwuds_tfr-0180-0203-TW-DL","Transfer","FROM JONESVILLE (TOWN)","71647","WOODWAY SERVICE AREA","municipal","1999","59.367","0.16","36.731388888889","-82.992500000000","51105",""
"225053","vwuds_tfr-0283-0276-TW-DL","Transfer","FROM VIENNA (TOWN)","73527","CORBALIS WATER TREATMENT PLANT","municipal","2014","0","0.00","38.918333000000","-77.241944000000","51059",""
"224961","vwuds_tfr-0211-1974-TW-DL","Transfer","FROM RIVANNA","74296","ACSA SERVICE AREA","municipal","1997","0","0.00","38.032420200000","-78.451950300000","51003",""
"225267","vwuds_tfr-0479-0299-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71653","CULPEPER (TOWN) SERVICE AREA","municipal","1992","0","0.00","38.476388888889","-77.995000000000","51047",""
"225825","vwuds_tfr-1113-1114-TW-SD","Transfer","FROM NOTTOWAY R TO LAKE PRINCE","66937","Norfolk City of Utilities Four Suffolk Wells","municipal","2002","0","0.00","36.805555555556","-76.623611111111","51800",""
"225985","vwuds_tfr-1997-0741-TW-SD","Transfer","FROM SP HOLLOW WTP","74122","ROANOKE COUNTY SERVICE AREA","municipal","2002","0","0.00","37.234444444444","-80.005555555556","51161",""
"225939","vwuds_tfr-1881-0423-TW-SD","Transfer","FROM CHICKAHOMINY TO LEE HALL","74004","CHICKAHOMINY RIVER","municipal","2006","0","0.00","37.168055555556","-76.555000000000","51127",""
"225359","vwuds_tfr-0559-0185-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71778","NORTON SERVICE AREA","municipal","2010","25.8","0.07","36.933333333333","-82.630555555556","51720",""
"225167","vwuds_tfr-0410-0018-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73125","Roanoke River Service Authority","municipal","1992","0","0.00","36.725000000000","-78.133333333333","51117",""
"225819","vwuds_tfr-1110-0682-TW-SD","Transfer","FROM LK WRIGHT TO MOORE BR WTP","71625","MOORES BRIDGE WTP","municipal","1988","4183.49","11.46","36.872222222222","-76.212500000000","51710",""
"224839","vwuds_tfr-0098-0060-TW-DL","Transfer","FR AUGUSTA CO SOUTH RIVER DIST","73212","WAYNESBORO SERVICE AREA","municipal","2016","0","0.00","38.065833333333","-78.890277777778","51820",""
"225407","vwuds_tfr-0612-0613-TW-DL","Transfer","FROM COVINGTON (CITY)","72622","ROSEDALE ET. AL. SERVICE AREA","municipal","2018","15.14","0.04","37.798611111111","-80.005555555556","51005",""
"225105","vwuds_tfr-0326-1941-TW-DL","Transfer","FROM Dickenson County PSA","72024","CENTENNIAL HEIGHTS","municipal","2006","0","0.00","-99.000000000000","-99.000000000000","51051",""
"225247","vwuds_tfr-0471-0466-TW-DL","Transfer","FROM VIRGINIA AMERICAN WATER","74425","OWDT SERVICE AREA","municipal","2012","0","0.00","38.661944444444","-77.247777777778","51153",""
"225747","vwuds_tfr-1023-1024-TW-SD","Transfer","FROM WTP TO PLANT","73182","GEORGIA-PACIFIC BIG ISLAND WTP","manufacturing","2006","0","0.00","37.534722222222","-79.357777777778","51019",""
"225751","vwuds_tfr-1030-1032-TW-SD","Transfer","FROM WTP #1 TO PLANT","74462","RADFORD AMMUNITIONS PLANT","manufacturing","1988","7425.1","20.34","37.183333333333","-80.541666666667","51121",""
"225107","vwuds_tfr-0328-1777-TW-DL","Transfer","FROM CARROLL CO-HILLSVILL","72785","SEWAGE TREATMENT PLANT LAGOON","commercial","1998","0","0.00","36.770277777778","-80.725000000000","51035",""
"225111","vwuds_tfr-0333-0701-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72510","RICHMOND (CITY) SERVICE AREA","municipal","2006","0","0.00","37.550000000000","-77.462500000000","51760",""
"225479","vwuds_tfr-0672-0428-TW-SD","Transfer","FROM WTP TO SERVICE AREA","66913","Suffolk City of Water Supply System","municipal","1987","1176.954","3.22","36.730555555556","-76.591111111111","51800",""
"225843","vwuds_tfr-1128-0800-TW-DL","Transfer","FROM DAYTON (TOWN)","74037","DAYTON PLANT","manufacturing","1997","0","0.00","38.413055555556","-78.938888888889","51165",""
"225571","vwuds_tfr-0731-0984-TW-DL","Transfer","FROM ROANOKE, CITY OF","72280","ROANOKE PLANT","manufacturing","2014","0","0.00","37.317500000000","-79.931944444444","51770",""
"225165","vwuds_tfr-0406-0017-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73413","LAWRENCEVILLE SERVICE AREA","municipal","1991","0","0.00","36.760099000000","-77.864880000000","51025",""
"225595","vwuds_tfr-0739-0736-TW-SD","Transfer","FROM OLD WTP 1 TO SERV AR","73333","SALEM SERVICE AREA","municipal","1988","1366.39","3.74","37.293055555556","-80.061944444445","51775",""
"225941","vwuds_tfr-1881-0526-TW-SD","Transfer","FROM CHICKAHMY TO HARWOOD MILL","72438","HARWOOD'S MILL WTP","municipal","2001","0","0.00","37.138055555556","-76.458333333333","51199",""
"224809","vwuds_tfr-0060-0116-TW-DL","Transfer","FROM WAYNESBORO (CITY)","73133","WAYNESBORO PLANT","manufacturing","2002","48.42","0.13","38.059722222222","-78.893611111111","51820",""
"225339","vwuds_tfr-0549-0169-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71741","COEBURN WTP","municipal","2008","186.232","0.51","37.943888888889","-82.464444444444","51195",""
"225471","vwuds_tfr-0661-0957-TW-DL","Transfer","FROM MARTINSVILLE (CITY)","73397","RT 58 EAST WATER SYSTEM","municipal","2007","145.745","0.40","36.691397500000","-79.839912900000","51089",""
"225317","vwuds_tfr-0534-0427-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72652","WILLIAMSBURG SERVICE AREA","municipal","2004","0","0.00","37.266666666667","-76.709166666667","51830",""
"225989","vwuds_tfr-2169-0300-TW-DL-NULL","Transfer","Transfer from 2169 to 0300","72745","REMINGTON SERVICE AREA","municipal","2000","0","0.00","38.533333333333","-77.808333333333","51061",""
"224841","vwuds_tfr-0099-0822-TW-DL","Transfer","FROM AUGUSTA CO SA-VERONA","72849","VERONA PLANT","manufacturing","1982","0","0.00","38.191666666667","-78.988888888889","51015",""
"224947","vwuds_tfr-0207-0099-TW-DL","Transfer","FROM STAUNTON (CITY)","72562","VERONA SERVICE AREA","municipal","2012","211.025","0.58","38.200000000000","-79.008333333333","51015",""
"225221","vwuds_tfr-0428-1092-TW-DL","Transfer","FROM SUFFOLK (CITY)","72462","SUFFOLK PLANT","manufacturing","1988","45.427","0.12","36.725000000000","-76.580833333333","51800",""
"225209","vwuds_tfr-0427-0537-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73928","MARLBOROUGH/BIRCHWD MASTER MTR","municipal","2004","0","0.00","37.251388888889","-76.733333333333","51095",""
"224961","vwuds_tfr-0211-1974-TW-DL","Transfer","FROM RIVANNA","74296","ACSA SERVICE AREA","municipal","1995","0","0.00","38.032420200000","-78.451950300000","51003",""
"225549","vwuds_tfr-0724-0730-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72952","POUND SERVICE AREA","municipal","2004","0","0.00","37.123611111111","-82.602777777778","51195",""
"225933","vwuds_tfr-1838-0202-TW-DL","Transfer","FROM WISE CO PSA REGIONAL WTP","74221","WISE (TOWN) WTP","municipal","2004","0","0.00","36.975000000000","-82.580555555556","51195",""
"226013","vwuds_tfr-383708078474201-0720-TW-DL","Transfer","Food Processors Water Coop","74345","BROADWAY WTP","municipal","2015","14.043","0.04","38.618333333333","-78.788611111111","51165",""
"225559","vwuds_tfr-0731-0740-TW-DL","Transfer","FROM WESTERN VA WATER AUTH","74424","VINTON SERVICE AREA","municipal","1989","41.553","0.11","37.279444444444","-79.891944444444","51161",""
"225957","vwuds_tfr-1883-0423-TW-SD","Transfer","FROM SKIFF'S CREEK TO LEE HALL","67045","Newport News City of Waterworks Lee Hall","municipal","1988","1499.33","4.11","37.168055555556","-76.555000000000","51700",""
"225361","vwuds_tfr-0560-0186-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74248","PENNINGTON GAP SERVICE AREA","municipal","2000","89.24","0.24","36.758333333333","-83.035555555556","51105",""
"225859","vwuds_tfr-1468-0274-TW-SD","Transfer","Delivered to service area FROM WTP","73093","LEESBURG WTP","municipal","1983","0","0.00","39.115555555556","-77.565833333333","51107",""
"225259","vwuds_tfr-0473-0472-TW-DL","Transfer","FROM US GOV'T-DALECARLIA","73462","ARLINGTON COUNTY SERVICE AREA","municipal","2004","10093","27.65","38.890277777778","-77.084722222222","51013",""
"225843","vwuds_tfr-1128-0800-TW-DL","Transfer","FROM DAYTON (TOWN)","74037","DAYTON PLANT","manufacturing","1995","0","0.00","38.413055555556","-78.938888888889","51165",""
"225059","vwuds_tfr-0283-0279-TW-DL","Transfer","FROM Fairfax Water","401262","Potomac River Water Supply Project (Central System)","municipal","1994","0","0.00","39.001388888889","-77.403611111111","51107",""
"225477","vwuds_tfr-0669-0533-TW-DL","Transfer","FROM US GOV'T-BIG BETHEL","73104","LANGELY AFB-NASA SERVICE AREA","municipal","2003","0","0.00","37.094444444444","-76.387500000000","51650",""
"225693","vwuds_tfr-0815-0207-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72512","STAUNTON SERVICE AREA","municipal","2003","0","0.00","38.150000000000","-79.072222222222","51790",""
"225747","vwuds_tfr-1023-1024-TW-SD","Transfer","FROM WTP TO PLANT","73182","GEORGIA-PACIFIC BIG ISLAND WTP","manufacturing","1986","3245.242","8.89","37.534722222222","-79.357777777778","51019",""
"225395","vwuds_tfr-0603-0707-TW-DL","Transfer","FROM PEARISBURG (TOWN)","72761","FAIRVIEW ACRES SERVICE AREA","municipal","1982","0","0.00","37.313888888889","-80.722222222222","51071",""
"224971","vwuds_tfr-0215-0131-TW-DL","Transfer","FROM GLASGOW (TOWN)","72661","GLASGOW PLANT OF MOHAWK INDUSTRIES","manufacturing","1999","2.838","0.01","37.640277777778","-79.444444444444","51163",""
"225973","vwuds_tfr-1957-0767-TW-SD","Transfer","FROM PEDLAR RESERVOIR","72607","ABERT WTP ","municipal","2006","3965","10.86","37.493888888889","-79.232777777778","51019",""
"224811","vwuds_tfr-0060-0457-TW-DL","Transfer","FROM WAYNESBORO (CITY)","74152","DOOMS SERVICE AREA","municipal","1986","0","0.00","38.083333333333","-78.858333333333","51015",""
"225409","vwuds_tfr-0612-0708-TW-DL","Transfer","FROM COVINGTON (CITY)","71908","COVINGTON PLANT","manufacturing","1997","3.788","0.01","37.759166666667","-79.998888888889","51580",""
"225489","vwuds_tfr-0674-1099-TW-DL","Transfer","FROM PORTSMOUTH (CITY)","72038","PORTSMOUTH PLANT","manufacturing","1991","0.086","0.00","36.804166666667","-76.382500000000","51740",""
"225615","vwuds_tfr-0752-1126-TW-DL","Transfer","FROM HENRY CO PSA-SA 9","71607","MARTINSVILLE","manufacturing","1982","0","0.00","36.651944444444","-79.865277777778","51089",""
"224839","vwuds_tfr-0098-0060-TW-DL","Transfer","FR AUGUSTA CO SOUTH RIVER DIST","73212","WAYNESBORO SERVICE AREA","municipal","2004","6.958","0.02","38.065833333333","-78.890277777778","51820",""
"225001","vwuds_tfr-0267-0266-TW-DL","Transfer","FROM WINCHESTER (CITY)","72790","MIDDLETOWN SERVICE AREA","municipal","1986","0","0.00","39.027777777778","-78.278611111111","51069",""
"224833","vwuds_tfr-0092-0267-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71849","WINCHESTER SERVICE AREA","municipal","2004","0","0.00","39.184166666667","-78.164444444444","51840",""
"225421","vwuds_tfr-0622-0801-TW-DL","Transfer","FROM CLIFTON FORGE (CITY)","71833","SELMA-LOWMOOR SERVICE AREA","municipal","2018","71.15","0.19","37.791111111111","-79.877777777778","51005",""
"225161","vwuds_tfr-0404-0015-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73100","KENBRIDGE SERVICE AREA","municipal","1994","0","0.00","36.961111111111","-78.126388888889","51111",""
"225529","vwuds_tfr-0717-0089-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72393","STRASBURG SERVICE AREA","municipal","1989","36.11","0.10","38.988888888889","-78.361111111111","51171",""
"225523","vwuds_tfr-0714-0217-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73513","BRIDGEWATER SERVICE AREA","municipal","1987","219.581","0.60","38.381388888889","-78.976944444444","51165",""
"225805","vwuds_tfr-1070-1071-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72309","BOYS HOME SERVICE AREA","commercial","1998","7.493","0.02","37.807500000000","-80.025555555556","51005",""
"225125","vwuds_tfr-0343-0008-TW-DL","Transfer","FROM APPOMATTOX R WATER AUTH","71754","PRINCE GEORGE COUNTY SERV AREA","municipal","1999","0","0.00","37.253662682220","-77.384225875139","51149",""
"225955","vwuds_tfr-1882-1884-TW-SD","Transfer","FROM DIASCUND RES TO LITTLE CR","72532","LITTLE CREEK RESERVOIR","municipal","2006","0","0.00","37.363888888889","-76.827777777778","51095",""
"225207","vwuds_tfr-0427-0536-TW-DL","Transfer","FROM WILLIAMSBURG (CITY)","73919","CAMP PEARY","municipal","1991","24.65","0.07","37.338888888889","-76.662500000000","51199",""
"225277","vwuds_tfr-0485-0302-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72773","FREDERICKSBURG SERVICE AREA","municipal","1997","0","0.00","38.302777777778","-77.460555555556","51630",""
"226035","vwuds_tfr-pmp1084-5146-GW-DL","Transfer","PAMUNKEY RIVER- HOLLYFIELD 1-11-12","73280","JOHN N MILLS & SONS - 3 FARMS","irrigation","2015","15.89","0.04","37.673155165563","-77.182806730270","51101",""
"225135","vwuds_tfr-0350-0009-TW-DL","Transfer","FROM VA AMER WATER CO-HOPEWELL","73950","HOPEWELL DISTRIBUTION SYSTEM","municipal","1987","8249.8","22.60","37.291666666667","-77.291666666667","51670",""
"225673","vwuds_tfr-0803-0195-TW-DL","Transfer","FROM MOCCASIN GAP SAN DIST","71753","SCOTT COUNTY SERVICE AREA","municipal","2013","0","0.00","36.638888888889","-82.579166666667","51169",""
"225231","vwuds_tfr-0456-0398-TW-DL","Transfer","FROM GEORGIA-PACIFIC -ALLEN RD","71812","JARRATT WTP","municipal","1993","167.845","0.46","36.816666666667","-77.473611111111","51081",""
"225503","vwuds_tfr-0701-0334-TW-DL","Transfer","FROM RICHMOND (CITY)","72247","HENRICO COUNTY WTP & Service Area","municipal","1984","0","0.00","37.558360858124","-77.620258580235","51087",""
